transaction_amount,income,device_fraud_count,account_age_days,transaction_hour,is_foreign_ip,month,fraud_bool
680.65,80169.73647375086,0,2148,19,0,9,0
126.22,65641.53848918229,1,3517,6,0,7,0
386.31,36895.70992898816,0,95,8,0,2,0
103.04,121173.23522273153,0,3383,10,0,12,0
114.44,54555.21606001413,0,1579,15,0,5,0
710.98,80194.58591660563,0,1671,12,0,12,0
44.72,59003.84557154034,1,1058,7,0,3,0
60.62,48618.71107302902,0,883,20,0,11,0
106.63,76548.28305695088,1,3585,12,0,6,0
32.17,68370.38041968059,0,2702,12,0,7,0
153.75,81422.04985992325,2,1747,7,0,12,1
1030.99,67330.46326626738,0,2509,18,0,11,0
559.09,77023.75196078302,2,2965,12,0,5,1
272.43,45633.51109338486,0,266,18,0,2,0
126.61,75125.2410027159,1,1270,13,0,2,0
348.48,67429.22128794894,0,2410,18,0,11,0
148.89,53564.039107622695,1,2022,8,0,10,0
3217.3,39683.42929522192,5,29,2,1,5,1
48.96,72868.53122918453,0,2604,10,0,4,0
114.84,36287.7061817791,0,1506,17,1,3,0
107.36,100640.95727772797,0,127,6,0,2,0
232.67,114332.0709787416,0,2792,10,0,9,0
126.02,60430.925599950555,0,844,10,0,1,0
196.74,76797.53979656592,0,3428,17,0,4,0
58.55,87353.74538466723,0,3519,18,0,11,0
452.96,60126.16503821654,1,3641,10,0,8,0
199.7,51690.20338159206,0,1996,10,0,3,0
55.99,39765.95378425784,0,1417,15,0,2,0
733.02,81382.71955158988,1,2193,15,0,2,0
1206.33,97450.15070549109,0,3640,22,0,6,0
295.03,48852.7114999848,1,1416,11,0,5,0
5551.33,39388.11593971754,4,7,23,1,11,1
431.65,71925.7097453695,0,3159,14,0,1,0
433.68,53963.13729200541,0,283,6,0,5,0
224.3,97628.01114245903,0,1252,13,0,1,0
90.69,88718.5842615188,1,2802,7,0,4,0
1249.55,109687.84474576765,2,3219,18,0,6,1
1325.97,86996.10201521426,1,2836,13,0,10,0
57.93,56871.893172067386,0,638,20,0,2,0
712.36,98895.1845432751,0,1347,10,0,2,0
136.08,87433.27394895579,1,1674,6,0,2,0
10.93,85354.10092145925,0,3086,8,0,1,0
482.21,109299.55023747159,0,3126,6,0,8,1
68.74,82955.98274408774,0,3508,15,0,3,0
164.92,45981.512905655254,0,2418,7,0,3,0
261.55,42937.78143806741,0,3011,21,0,12,0
388.72,99662.11970229624,0,2431,22,0,4,0
75.23,110382.05248500564,0,693,8,0,2,0
121.14,77654.46728400026,1,207,16,0,12,0
1565.22,41097.47158353845,3,52,23,1,12,1
13.45,82404.86999777985,0,1116,18,0,11,0
208.8,100942.76103494022,1,1553,13,0,3,0
36.64,82807.749183324,0,3239,13,0,8,0
243.63,52255.39170202227,0,3067,6,0,11,0
21.95,82595.21548652858,0,3367,20,0,2,0
386.82,65142.24210377335,0,3391,21,0,8,0
122.59,73459.7599999994,0,2569,17,0,2,0
236.24,90402.04387340992,0,2588,22,0,2,0
75.05,81126.97343512806,0,2308,19,0,12,0
68.15,75488.85538210518,0,2037,20,0,6,0
247.92,58501.168039318,0,538,18,0,9,0
72.53,86656.68667614716,0,1213,21,0,3,0
80.74,82340.53859573191,0,1627,8,0,11,0
296.48,65473.42793802332,1,3059,10,0,11,0
34.75,66195.26750377682,0,3199,17,0,12,0
213.29,66333.58786061182,0,633,15,0,1,0
303.2,86108.30648951614,0,1614,20,0,3,0
379.97,87109.52211600343,0,2329,15,0,5,0
830.36,94984.17080813885,0,1321,6,0,2,0
202.73,112233.02896412571,0,1676,14,0,3,0
23.01,62636.511916056006,1,760,21,0,2,0
147.93,58648.28676261629,1,3415,15,0,12,0
105.74,31156.638644745217,0,3422,8,0,4,0
159.83,93470.55692380705,0,1526,15,0,5,0
54.44,95067.53993315755,0,2991,14,0,7,0
300.06,72198.6245652893,0,1688,17,0,11,0
51.19,69317.25495998655,0,251,12,0,5,0
302.04,61001.03072597414,1,1001,10,0,4,0
129.05,49414.186775380746,1,3536,17,0,10,0
31.33,56250.980389583856,1,1339,18,0,2,0
470.96,56061.82359763888,0,1867,11,0,2,0
316.37,97480.22633445974,1,538,15,0,5,0
304.99,106502.34748195196,0,2491,12,0,6,0
49.39,56501.82249274946,0,560,21,0,5,0
72.8,68983.92902067609,1,1270,11,0,7,0
38.55,71892.04689117419,0,1779,20,0,10,0
33.51,113468.4506283045,1,1797,8,0,2,0
530.48,83171.59814781504,1,3281,15,0,2,0
172.01,60340.110844173505,0,2771,9,0,1,0
116.81,117175.48008067062,1,3329,14,0,6,0
157.72,70932.5043092278,0,2925,20,0,1,0
460.7,46856.18063564289,5,46,4,1,8,1
119.37,120103.33915057738,0,1535,20,0,7,0
288.11,110130.64434369323,1,1818,8,0,3,0
80.11,105478.39159719626,0,1874,21,0,1,0
127.94,52657.33677331709,1,158,17,0,4,0
135.5,70269.35906400901,6,569,22,0,2,1
73.23,123419.71734455033,0,1171,9,0,3,0
2463.51,76700.096266198,6,14,0,1,9,1
682.38,94624.08966237438,1,2325,11,0,1,0
194.74,92646.87256153468,0,1792,20,0,5,0
332.54,62581.9449019636,0,750,6,0,7,0
249.45,62005.599014268395,0,357,15,0,9,0
99.39,79188.559840057,0,3620,12,0,2,0
44.75,67756.35749478315,2,2329,7,0,7,0
49.72,100591.4084312331,0,3064,13,0,8,0
411.15,47568.69955413794,0,1579,7,0,7,0
49.31,101160.06409571487,0,878,19,0,1,0
356.58,10000.0,1,1232,15,0,10,0
236.25,104729.72921150607,0,1916,20,0,6,0
67.82,66003.60827402095,0,3357,12,0,2,0
1027.03,73959.32026878206,0,2311,11,0,4,0
199.79,95777.48254768879,0,2927,21,0,2,0
1190.62,98093.22571784315,0,3455,7,0,3,0
70.2,43620.46112688961,0,1073,7,0,7,0
34.04,55964.86435782924,1,1636,21,0,9,0
27.1,64708.191110971886,1,1023,7,0,1,0
58.5,75939.53715597768,0,3576,8,0,12,0
235.97,55720.69128821793,2,2991,8,0,1,1
50.13,32243.96292687006,0,3500,11,0,7,0
156.21,69066.79466013766,0,403,22,0,12,0
212.02,84522.91187734845,1,1003,20,0,8,0
109.34,71028.70173502194,0,1440,6,0,10,0
106.13,92210.27745524474,1,3013,17,0,2,0
282.3,35931.80521119285,0,131,8,0,2,0
50.96,55846.25532175824,0,2045,10,0,8,0
291.67,93871.74358338694,0,2105,6,0,2,0
508.71,58200.30464669214,1,1209,16,0,10,0
820.08,28751.916883495367,0,2815,17,0,8,0
645.57,97327.72382889017,0,3168,10,0,9,0
126.8,95912.5731243188,1,2997,18,0,9,0
298.24,50728.66612198623,1,1938,13,0,7,0
1322.92,91691.91821259094,1,2692,16,0,7,0
686.19,125122.77345641432,2,1002,16,0,7,1
92.16,75025.72259000543,0,1712,22,0,11,0
565.74,88318.24322554398,4,28,0,1,11,1
25.89,103434.55278947625,0,1980,15,0,2,0
92.85,53632.0855123535,1,3102,15,0,3,0
181.91,46810.424333405725,0,3484,21,0,1,0
1416.6,91879.21170196214,2,1652,10,0,5,1
40.38,27846.14303061618,0,2192,22,0,7,0
1792.21,65927.97464423285,0,1480,12,0,4,0
556.7,100855.78648586095,0,2026,10,0,11,0
147.34,74917.64840099169,0,2673,21,0,7,0
1774.03,48181.42838278128,0,613,15,0,9,1
299.18,94781.78019950943,0,2587,13,0,11,0
46.15,100874.85033277383,0,3349,18,0,6,0
179.7,40950.34805414782,1,1963,17,0,5,0
243.71,27605.8969965797,0,218,21,0,8,0
228.51,61112.309171520996,0,1378,20,0,8,0
124.16,82204.2698348957,1,2673,7,0,6,0
82.16,38944.146232874235,0,379,20,0,2,1
228.51,86741.52048959781,1,2358,19,0,9,0
94.8,90439.73902942572,2,3405,11,0,3,0
117.28,58628.238258222504,0,3151,12,0,12,0
322.71,68852.71734503012,0,2543,19,0,11,0
301.41,49296.87728988424,0,3023,12,0,10,0
322.87,62024.79318262388,0,1930,21,0,4,0
78.55,22908.395235870565,0,2543,10,0,1,0
3095.43,34130.245804084116,0,1953,17,0,1,0
323.23,70795.01105865471,1,2064,19,0,8,0
88.06,29296.67181081437,0,1880,17,0,8,0
74.06,66881.9296039284,0,1634,14,0,2,0
423.87,83378.04550117021,0,2222,18,0,10,0
336.23,44677.90181808245,1,340,8,0,3,0
277.07,84062.86520674794,1,337,12,0,11,0
308.63,79364.47577196216,1,1357,18,0,5,0
293.52,36679.54384865537,1,2452,11,0,11,0
191.95,58640.00445150463,1,2874,13,0,9,0
163.31,69019.9707224247,0,3463,8,0,10,0
241.9,66669.21421736326,0,2981,8,0,9,0
62.64,85613.07997189162,0,514,14,0,10,0
7621.32,29191.25757349279,7,4,3,1,2,1
90.97,39183.43259791656,0,994,18,0,3,0
118.46,34580.42477999163,0,310,9,0,6,0
98.09,69039.56680830775,1,591,12,0,12,0
9.99,59144.202372160944,0,175,15,0,4,0
1992.64,61102.29014246649,0,3162,13,0,7,0
714.25,89438.24685397264,1,2525,13,0,12,0
109.71,106537.98979708497,1,1391,22,0,9,0
50.83,93637.95271079666,0,3456,10,0,10,0
243.51,62657.362630162446,0,2743,13,0,1,0
836.7,39051.79484237425,0,2942,20,0,10,0
182.75,89153.50369756656,0,1972,18,0,9,0
24.65,59470.03063773035,1,1966,12,0,1,0
135.06,60585.85581517255,2,1411,12,0,2,1
129.85,90809.30938084901,2,575,9,0,12,0
223.12,14211.218887716153,2,652,18,0,7,1
211.51,82321.0161970293,3,1482,16,0,12,1
246.8,10000.0,1,2386,6,0,12,0
109.49,82560.08830523388,1,1336,19,0,4,0
1773.28,75917.99704446825,0,2889,18,0,2,0
585.0,75348.32443691658,1,3099,19,0,2,0
733.99,89941.82704854256,0,1537,14,0,2,0
257.66,19539.194228307468,2,3203,10,0,8,1
590.9,71184.83129145793,1,799,22,0,10,0
251.99,81306.06386433294,0,1289,15,0,11,0
104.59,90830.98538368306,0,1544,22,0,9,0
24.75,89839.61231706332,1,2618,15,0,11,0
379.37,101603.403594324,1,429,6,0,11,0
366.95,33647.103285737074,0,2301,20,0,7,0
354.25,77207.48348271531,1,3239,22,0,5,0
66.74,108944.14545098825,0,1599,20,0,7,0
114.77,97016.54693865034,1,3160,6,0,8,0
12.37,65907.21690679324,0,1534,11,0,9,0
62.02,66204.84413577605,0,1364,7,0,11,0
520.91,91324.88640969193,0,194,8,0,12,0
184.03,37779.466098817706,0,989,18,0,2,0
229.56,93679.40217191236,1,2323,15,0,11,0
111.41,84983.96171844011,0,2624,9,0,11,0
493.57,59967.93803805585,2,3067,19,0,11,0
632.88,74534.04375037084,2,46,2,1,4,1
336.08,13459.095492106237,0,3628,7,0,6,0
226.01,102555.9524185581,0,1886,12,0,3,0
348.59,53554.04535460916,0,3467,20,0,11,0
171.91,85943.09944269598,1,1135,11,0,6,0
1362.32,75011.54236003294,0,3260,19,0,12,0
193.67,85477.18737313876,1,3362,8,0,11,0
67.21,111315.10540316283,1,1100,7,0,5,0
130.25,79772.79580111441,0,688,16,0,4,0
168.36,28944.09941299381,1,2206,10,0,3,0
130.19,78367.84427120353,1,2303,10,0,8,0
223.61,85486.38617381945,1,907,12,0,1,0
249.25,32991.95110458527,1,1014,19,0,12,0
299.24,81289.95001373926,2,3253,18,0,3,1
153.04,69412.83746897787,1,3265,9,0,1,0
85.1,83639.39538463074,0,2525,22,0,6,0
931.09,93548.53170790756,5,47,4,0,10,1
84.31,49475.970429408844,0,2473,21,0,7,0
34.32,37437.477416655485,0,3592,7,0,11,0
369.64,60445.97912849324,0,1551,22,0,2,0
30.94,62478.77858597342,0,161,13,0,8,0
151.4,55327.65255422752,1,2892,21,0,2,0
163.7,79820.95697958986,0,3274,7,0,4,0
65.24,99110.2652642262,0,2604,19,0,5,0
1284.29,89092.17942436285,0,2696,17,0,11,0
29.58,48233.75885436544,1,1094,19,0,7,0
1092.86,46804.487136473326,0,383,19,0,4,0
116.34,69435.7175896462,2,1782,22,0,9,0
54.52,81120.65901042687,0,3562,12,0,4,0
370.71,69314.1595575179,1,3122,22,0,4,0
109.84,67021.47684652191,0,1574,21,1,11,0
144.0,58057.77443188728,1,2936,13,0,11,0
67.5,46036.27553634844,0,2162,11,0,3,0
1979.96,75758.31636090254,0,1305,17,0,3,0
55.23,49356.7386181264,1,555,13,0,5,0
219.99,64013.28131909944,0,2858,14,0,1,0
117.47,90688.66154315727,0,217,16,0,5,0
93.74,91494.9806741215,0,2368,7,0,5,0
364.14,97373.67917958285,0,3510,21,0,3,0
53.4,66215.51686536161,2,3155,20,0,9,0
48.65,127586.23779655114,1,2287,9,0,9,0
433.84,54570.980909247875,0,440,8,0,1,0
207.21,101874.25314891347,0,1259,18,0,1,0
365.92,47895.85828072745,0,216,15,0,4,0
226.18,42766.80529789634,0,2166,9,0,12,0
69.57,67243.44922201583,0,1755,20,0,9,0
113.17,78016.02985035966,1,3461,6,0,2,0
462.78,39520.43600043944,0,3315,9,0,8,0
3693.05,95632.35675124647,0,207,10,0,6,0
140.77,17992.33841747854,0,700,7,0,4,0
70.14,106565.20317564823,1,577,10,0,7,0
598.2,64181.33004486413,0,476,20,1,7,0
229.1,55911.44376454798,0,2886,6,0,5,0
173.25,53312.19920689045,0,222,18,0,8,0
156.26,105728.4900900077,1,1762,9,0,11,0
175.14,81985.72581070338,0,1590,6,0,8,0
170.48,57847.83828197449,0,3206,20,0,3,0
675.58,88923.48262724381,0,442,12,0,3,0
91.87,101851.01546046289,0,2782,22,0,11,1
4932.54,14611.442834530797,6,38,3,1,5,1
275.38,79470.08473033398,2,903,18,0,6,1
25.74,78718.78274621035,0,488,14,0,8,0
173.37,57121.39035036681,1,2694,19,0,4,0
623.14,85710.24160898637,1,1147,16,0,1,0
281.74,74951.45959837083,0,2135,21,0,8,0
331.86,30821.19170974833,0,1159,17,0,9,0
599.08,121947.55392373374,0,1300,22,0,7,0
853.68,63839.63463264353,3,46,1,1,12,0
201.58,54551.510625756164,0,1047,17,0,8,0
243.59,110612.52615103486,0,3563,8,0,9,0
1766.24,53342.006287880555,1,4,4,1,1,1
49.48,84737.00861599536,1,1536,10,0,8,0
114.86,68218.41399025543,0,2693,8,0,11,0
1473.33,36320.5755083752,1,823,22,0,5,0
229.62,69285.77285034025,1,1652,12,0,5,0
145.87,65851.52921676045,1,2101,19,0,11,0
301.35,129618.26350277863,0,140,15,0,6,0
58.2,82912.08344020814,0,2844,14,0,7,0
67.22,36179.25730846132,1,789,18,0,9,0
171.99,77295.39507912667,1,1149,11,0,10,0
498.22,82152.30093210173,0,2151,22,0,11,0
320.33,65786.2651081734,0,2525,14,0,7,0
165.82,70367.11536216136,0,3223,16,0,3,0
951.8,42967.925743025226,1,938,22,0,2,0
4400.69,57299.94436638524,5,53,0,1,9,1
53.68,46422.827722825146,0,2955,17,0,7,0
85.15,100103.75857048795,0,2266,16,0,4,0
141.85,64685.00272306881,0,559,16,0,1,0
718.54,82196.37618318952,1,2419,12,0,4,0
289.84,65954.66278637458,0,2911,21,0,5,0
82.64,103581.64753522145,0,3432,9,0,7,0
573.72,42500.91768279953,0,3248,6,0,7,0
360.48,40062.8289383204,0,818,7,0,8,0
308.62,86297.61166624576,1,2044,10,0,2,0
149.48,61258.841346381145,1,645,22,0,5,0
585.6,84537.07625700835,0,2778,20,0,6,0
162.22,52628.00307957137,2,3169,9,0,8,1
94.55,66315.74698319551,0,783,15,0,6,0
226.14,67932.05767598847,0,1443,6,0,12,0
340.79,85703.7071307368,0,2556,11,0,6,0
374.25,56960.46384622104,4,2430,14,0,12,1
422.72,68346.51963683407,1,3319,14,0,9,0
866.16,80602.6646767452,0,1455,21,1,2,0
94.77,36127.64283877433,1,1285,6,0,4,0
646.93,67026.11875431308,1,1571,22,0,3,0
444.68,64670.685225118636,0,1785,20,0,3,0
184.74,93544.61469768689,0,1252,20,0,7,0
67.3,57760.18382670391,1,931,20,0,8,0
1819.58,35276.87583209389,0,224,19,0,3,0
34.13,47465.46499312355,1,2193,13,0,1,0
103.22,82135.05387233036,2,814,7,0,9,0
45.85,93497.70452222017,0,3176,13,0,2,0
33.71,68545.50201195956,0,3372,7,1,9,0
240.72,69721.31240881977,0,546,8,0,8,0
274.8,72390.85965975377,0,1235,13,0,6,0
15.12,85957.73497578924,2,2895,16,0,3,0
103.26,70318.22174922432,0,2458,16,0,4,0
317.34,66028.27540578804,1,2735,9,0,4,0
134.97,32342.35133948695,0,2764,11,0,7,0
582.32,79995.02668335155,0,2292,14,0,9,0
539.37,66041.92851620863,0,324,18,0,5,0
888.55,78403.02101800639,0,642,22,0,4,0
159.03,55863.16301698233,1,1876,8,0,6,0
498.55,75661.0889415354,0,223,12,0,5,0
66.73,55729.56125373428,0,2368,10,0,2,0
89.04,49034.32230489448,0,2210,13,0,1,0
3876.32,84165.24652191057,2,9,1,1,9,1
1376.81,81961.28758995017,0,2037,21,0,3,0
594.18,110984.47320963972,2,1171,16,0,5,1
78.64,66231.2204705324,1,993,9,0,1,0
257.96,62660.1494244854,0,2359,9,0,7,0
24.48,89576.73284184963,1,2927,9,0,11,1
167.81,67843.61627006372,2,2055,21,0,12,1
102.98,90722.8194513941,0,2321,11,0,12,0
299.04,19385.208626905594,1,467,7,0,3,0
534.13,105084.42494805189,0,1231,6,0,4,0
252.27,71760.14207018392,0,1612,16,0,6,0
206.72,46676.33090877314,0,1497,7,0,12,0
160.35,22443.935795797537,1,1779,7,0,9,0
86.62,44018.41779764666,0,1202,21,0,7,0
1237.42,53120.080143452426,0,1675,21,0,11,0
22.23,120941.54720913577,0,3487,10,0,12,0
89.9,77268.29833670775,1,1222,12,0,2,0
209.84,46747.331958950235,0,268,11,0,2,0
501.98,91654.85478469424,1,1047,7,0,6,0
58.13,44849.92767580041,0,3202,17,0,3,0
149.07,44121.67238441987,1,3184,6,0,9,0
496.34,65718.56803987832,0,1303,14,0,5,0
325.68,67359.48840591374,1,597,15,0,11,0
428.17,64200.41222327845,0,1279,15,0,7,0
278.89,60986.65932426059,1,2745,8,0,3,0
220.3,65447.745282229305,0,3199,10,0,2,0
67.02,112486.44310345041,1,334,10,0,7,0
363.68,83602.14523767054,0,562,12,0,7,0
82.5,70718.97677786634,0,1911,9,0,12,0
216.12,70068.7476738112,0,2366,11,0,2,0
87.91,63791.472147765264,1,3159,12,0,8,0
159.47,70241.81395239233,0,3402,8,0,1,0
98.26,98228.77328347841,1,2135,11,0,4,0
172.38,58750.97603453667,0,416,10,0,7,0
2706.68,42498.31906215608,0,1073,22,0,3,0
157.1,76622.31292950574,0,1660,7,0,11,0
112.58,73631.95047483835,1,880,13,0,8,0
734.04,25557.536375747724,0,1748,16,0,10,0
324.03,47858.42765565355,1,2133,18,0,2,0
313.54,41931.492599976664,0,1486,12,1,12,0
216.23,53461.05204852515,0,2238,15,0,11,0
149.92,80588.9006026014,0,2637,16,0,7,0
51.07,105428.07544972078,0,2738,9,0,12,0
397.46,74004.64161154792,0,2910,17,1,10,0
102.18,63080.98200992249,0,1911,18,0,1,0
26.7,108018.719414382,1,3592,14,0,8,0
97.52,90889.79059838109,0,3488,20,0,2,0
509.51,55907.26528327103,0,2252,17,0,8,0
155.33,67212.04049870478,0,965,15,0,3,0
90.01,37488.93446194987,0,199,9,0,1,0
118.19,33622.05608974991,0,477,11,0,9,0
77.98,78764.64476206129,0,2186,11,0,2,0
642.04,98324.48834926425,2,1339,15,0,12,1
168.01,77608.62752515708,0,768,17,0,11,0
148.33,93838.13075111299,1,903,10,0,7,0
568.29,47468.70233022782,1,256,17,0,12,0
7998.81,37036.94992675341,1,34,3,1,1,1
848.22,13093.883621187648,1,7,1,1,1,1
220.12,10000.0,0,656,18,0,2,0
31.88,58706.63708394228,1,3008,17,0,10,0
69.37,83908.54058465641,1,1762,16,0,10,0
269.5,57330.89088794782,0,3441,22,0,10,0
74.49,27272.402969859773,0,1350,15,0,8,0
536.81,67783.07786861979,1,487,19,0,8,0
476.95,54815.17420359429,3,46,4,1,4,1
1267.76,84065.50525836126,1,790,21,0,4,0
193.98,94698.95861602695,1,2922,17,0,5,0
990.17,110843.75936265622,6,53,4,1,9,1
929.8,64791.06340491251,0,3418,13,0,11,0
78.38,67690.05169537276,1,161,6,0,6,0
214.36,40322.6155204837,0,423,20,0,11,0
229.13,50785.459903751966,1,2315,14,0,2,0
215.28,59471.12452495272,1,3324,8,0,2,0
298.55,59112.179712037956,0,1633,19,0,11,0
250.77,81100.84296582086,0,129,22,0,6,0
405.52,59783.44278400006,1,2346,9,0,3,0
786.19,61314.568747316065,0,206,18,0,10,1
255.04,48637.12706823281,1,1790,16,0,8,0
35.26,72464.09512617128,0,3046,13,0,5,0
119.08,66346.46387267103,1,322,8,0,2,0
107.0,55027.828537539,0,501,22,0,3,0
181.57,70191.4085247584,1,2455,20,0,6,0
814.54,52051.70173626426,1,1666,13,1,7,1
184.78,75809.72457428089,0,1927,6,0,10,0
124.24,100619.104102404,1,342,16,0,7,0
134.64,70366.35009451084,1,2416,6,0,6,0
59.94,78761.18384188585,2,3351,15,0,11,0
143.76,93452.45155929164,0,882,16,0,9,0
178.41,89285.79283162768,1,2867,15,0,7,0
62.35,80810.74618403186,0,2071,16,0,4,0
723.95,54650.19236792796,3,49,5,1,9,1
654.62,39136.45272703518,0,355,12,0,1,0
62.21,90398.34274419668,0,2387,14,0,6,0
79.05,60221.2300281862,0,1968,17,0,11,0
237.18,50620.33819142339,0,813,6,0,7,0
176.62,28815.228952576683,0,1150,21,0,8,0
83.66,61798.65200020066,1,2404,9,0,11,0
64.37,62761.79236426435,2,2738,18,0,7,0
55.91,75604.39852537538,0,3047,11,0,9,0
159.0,58965.08145071153,0,1028,19,0,6,0
231.4,83631.46827137857,1,596,20,0,11,0
45.5,78319.05828296744,1,2068,7,0,6,0
674.32,57993.798949986434,0,376,15,0,12,0
88.86,94007.73236585553,0,1787,18,0,10,0
166.56,85966.82070627427,1,1680,12,0,12,0
224.69,39843.146987336964,0,1048,6,0,9,0
278.5,69879.26134068414,0,3403,8,0,11,0
34810.52,40648.36480682668,2,54,23,0,12,1
85.15,75566.4168263349,0,633,19,0,12,0
380.53,64553.558078356604,0,833,6,0,4,0
1157.08,34357.62482562399,0,1631,17,0,9,0
81.0,88083.0290242342,2,3331,12,0,6,0
629.39,65792.03548358295,0,2868,22,0,7,0
279.27,63745.23119690469,0,624,19,0,9,0
170.35,52591.812368486775,1,2656,10,0,1,0
342.48,57085.323250071175,0,1241,14,1,12,0
546.34,98292.27625434197,0,2101,15,0,5,0
660.74,70551.11347137169,0,818,21,0,2,0
252.67,118923.41271968774,0,1018,20,0,12,0
700.18,81727.6086968192,0,1418,22,0,1,0
98.63,78497.28759752655,2,2443,18,0,2,0
112.54,99963.01486445205,0,3630,11,0,5,0
103.28,46236.360206889905,0,2482,20,0,10,0
406.13,96550.73927440515,0,2234,6,0,4,0
179.76,61439.12389534539,0,3133,9,0,2,0
163.44,83705.62251994218,0,1316,12,0,6,0
77.65,36587.33042843333,2,3534,18,0,5,0
60.19,68753.2638878066,1,1010,14,0,1,0
105.69,108890.83407760542,0,1125,17,0,5,0
51.94,71007.71871108058,1,186,6,0,4,0
335.99,119499.26188654799,0,2979,10,0,9,0
581.35,76709.60928813659,1,2024,12,0,12,0
119.9,120224.95712433578,0,1889,22,0,7,0
266.43,33602.85683996896,0,2215,18,0,6,0
493.41,43244.66608242417,1,1271,6,0,5,0
185.63,97595.69599208568,0,3636,20,0,8,0
95.7,88391.14841822005,2,3188,14,0,6,0
1538.1,85118.2641681388,2,1373,19,0,4,1
134.59,99345.92512444608,0,2724,9,0,5,0
361.2,20841.873803972696,0,305,21,0,9,0
250.61,116547.40888156476,0,1785,7,0,6,0
613.6,81964.01028345698,0,990,22,1,1,0
487.66,71900.63304009117,0,3393,18,0,2,0
117.99,51589.62865162775,0,319,15,0,7,0
237.17,73611.82204239741,0,597,18,0,12,0
357.2,45575.90779711696,1,749,10,0,12,0
163.45,42119.731367942,2,2926,8,0,10,1
2939.79,66823.90398990251,0,3149,20,0,10,0
343.91,74640.96873797337,0,105,15,0,12,0
1435.11,123017.23437727295,0,2147,15,0,4,0
649.05,107749.08092217916,0,2654,14,1,2,0
315.0,69724.0454361399,1,2384,10,0,2,0
331.94,69769.95668118581,0,2110,7,0,8,0
390.64,51475.50890595211,0,540,19,0,8,0
362.96,57232.894635495206,0,407,17,0,12,0
233.26,68449.64360326913,1,1115,22,0,5,0
62.06,61846.3238325827,0,540,20,0,7,0
759.25,36333.235379941645,1,1446,9,0,5,0
63.79,104131.48078714691,0,1142,15,0,2,0
298.28,60800.487707104316,0,1874,6,0,3,0
35.1,133551.33837307827,0,3241,21,0,12,0
1239.94,84411.91679091912,2,28,2,1,4,1
74.31,37229.53532681693,1,2090,15,0,10,0
56.33,44755.980158178325,0,2425,20,0,10,0
49.59,84212.53555243742,0,1681,16,0,10,0
189.41,27128.241925963222,0,2211,13,0,12,0
291.61,18971.522796128877,1,1891,19,0,9,0
568.11,101022.50667274545,0,1507,21,0,7,0
108.34,67863.45936913998,2,3539,22,0,1,0
345.69,85120.39653859827,0,1041,14,0,9,0
77.68,48267.53965796664,1,1955,19,0,6,0
126.73,51193.39357666348,1,2600,21,0,3,0
370.21,56422.13298797949,0,2867,16,0,5,0
181.2,77652.29753742502,0,406,18,0,10,0
142.65,68529.67545930912,0,3241,12,0,5,0
72.63,95418.69345299274,1,3418,7,0,2,0
202.96,58712.594134425686,1,2058,14,0,6,0
70.61,69692.17185756058,0,2526,14,0,11,0
561.45,73008.89985800498,0,1808,9,0,8,0
279.33,48897.73296165491,0,243,20,0,11,0
285.53,98899.9637085796,0,3171,12,0,12,0
618.74,102104.38172898644,1,3082,12,1,6,1
148.75,89046.99403859582,0,3347,22,0,6,0
244.57,106905.93915917081,0,1270,11,0,8,0
72.64,65118.399565653825,1,2319,13,0,8,0
308.19,89078.91501510296,0,3037,14,0,4,0
19644.91,25251.339615879908,2,14,1,1,10,1
345.2,43736.77059703198,4,414,7,0,12,1
331.62,58336.58823419022,0,2652,20,0,7,0
147.61,88462.51835211739,0,672,18,0,2,0
209.87,110220.94214228693,0,1560,6,0,7,0
120.21,117085.94044427574,0,3549,17,0,1,0
43.26,68375.0291741487,0,353,22,0,3,0
203.96,30780.28857298771,0,1548,12,0,8,0
117.83,42730.6898162655,2,2071,17,0,5,1
307.35,111077.95088010555,1,1798,12,0,6,0
481.81,35808.13297561041,1,1114,17,0,6,0
423.82,71126.19200722575,0,1831,18,0,1,0
359.91,42596.541132579085,0,3481,14,0,8,0
2708.74,71540.17139749731,0,2678,6,0,8,0
55.55,62616.9009072637,1,1693,10,0,12,0
1659.6,78677.91514412212,0,2897,22,0,11,0
10273.46,42661.93056768314,2,44,23,1,5,1
812.27,85617.29241563179,1,1297,22,0,12,0
440.96,123783.80639012248,2,1933,18,0,7,1
135.45,111643.41850157629,0,3501,17,0,3,0
62.93,42520.65450443688,1,642,20,0,2,0
478.73,101324.96523379994,1,3355,9,0,6,0
2161.53,59157.15867058602,10,2,3,1,11,1
23521.78,81908.6181414425,7,49,4,1,7,1
144.65,42226.313924846174,1,3079,21,0,4,0
60.35,94093.00873608707,1,1797,13,0,11,0
541.7,62278.57600388581,0,2487,22,0,12,0
75.54,58529.74309940918,0,375,9,0,2,0
842.69,69495.37726436337,0,1055,22,0,3,0
143.86,64558.58633031181,1,3472,21,0,5,1
351.18,80745.34900878054,0,2609,15,0,3,0
317.99,100216.73070404389,0,1037,11,0,11,0
237.52,89975.73209213087,0,2997,21,0,8,0
154.75,87200.61790860366,1,1754,13,0,12,0
313.74,103272.7260746333,1,2545,20,0,10,0
276.74,107989.45743588978,0,2236,15,0,11,0
835.34,58510.57237647583,0,2815,7,1,3,0
962.54,69423.53722330317,0,1787,10,0,6,0
158.15,82931.86678582193,0,2614,9,0,8,0
